restaurantName,rating,reviewText
Saw’s Soul Kitchen,5,"I finally was able to clear out this bookmark. I have had this place bookmarked for years and every opportunity on my trips back to Birmingham, it seems something always got in my way of Saw's barbecue. All of the pictures and reviews always looked so good. Lunch with my mother seemed like the perfect way to check this one off of my list.Saw's puts the hole in hole in the wall. With only a handful of tables inside and a few picnic tables out front on the sidewalk, it's imperative that you come at an opportune time, or you will be ordering to-go. We came for a weekday lunch on a Monday. Although it was busy and we had to get seats outside, I believe it would be much busier later on in the week. It's order at the counter and they bring it to you. Perfectly simple. We ordered a pulled pork sandwich, coleslaw, fried green tomatoes, and pork and greens, which is pulled pork with collard greens on a base of cheese grits and topped with fried onions. I had that. Wow! First, the pulled pork is really good here. It's super moist and topped with that thin vinegar-based Alabama mop sauce. Now, admittedly it could've been smokier for my taste. Also, it was missing bark and a smoke ring. Yet, the sauce and juiciness actually made up for those absences. The fried green tomatoes were fried properly and accompanied with a tasty sauce. Thumbs up. The coleslaw was the vinegar variety and not the sweet Southern kind. It was tasty and you could tell it was homemade. Now, to the best part: my pork and greens. They were exceptional! That dish is about as Southern as you can get. With a bed of cheesy grits and some of the best collards that I've had, I would've been happy with just those two. Yet, they went all extra and topped those with pulled pork and fried onions. The grits were perfect. The greens had a ton of vinegary flavor. The pulled pork was a huge portion, and the fried onions just set it off. It is most definitely a dish that can be shared, and I brought half of it home. They have fountain Coke products and tea. I had a sweet tea that was perfect enough not to insult Southern taste buds. The service at the counter was friendly. Our food came out fast. The prices aren't cheap for the type of fare, but the quality and quantity most assuredly justified the bill. The only negative is the size of the place, but it actually added to the dive charm for me. Since they have other locations, I think I will try another one that is bigger, and next time I'm getting either the sweet tea chicken or the smoked wings with Alabama white sauce. Looking forward to it."
Saw’s Soul Kitchen,5,"I have been coming to Saw's for years yet this is my first review. Most recently I stopped by and got our usual: Chicken & Greens and Sweet Tea Fried Chicken Sandwich. I get these 2 dishes every single time although I'm sure the other menu items are great. I use to get Pork & Greens many years ago and it was delicious as well. The only reason I stopped was because of a diet change. The pork was always so tender and juicy. At times, the chicken can be a bit dry. The combination of the cheese grits, spicy greens, crispy onion straws, smoked meat, and bbq sauce go together perfectly. The Sweet Tea fried chicken sandwich is so juicy and delicious. It's covered in white bbq sauce. Most of the time the sandwich is huge, although I have been served a small one here and there. Overall, delicious food and I will continue to come here."
Saw’s Soul Kitchen,5,"I never have a bad meal here. They have some of the best sandwiches here and they seem to be underrated by patrons.  I always go for the sweet tea chicken and it always leave me satisfied.  Now when you come here, expect a wait and if you manage to get a seat inside this little quaint restaurant, consider yourself lucky as there's limited seating inside.  Otherwise, you'll be sitting outside.  A lot of people don't know this but they have the coveted nugget ice. If you don't know what that is, it's the soft small pellet ice you see in most hospitals. I know you ice eaters will love that.  They have your usual come products and teas, nothing fancy.  They have napkins, signature BBQ sauce, and other basic condiments along with the extra absorbent blue paper towels to soak up sauce and drippings.  The staff is friendly and hard-working and they make sure you're taken care of.My meal was out in a decent manner as always since everything is cooked/prepared fresh.  My chicken sandwich was moist, crispy, and flavorful.  The fries extra crispy and seasoned with good soft insides.  This visit was great.  No complaints. I'll keep coming back."
Saw’s Soul Kitchen,5,"Lovely little place. Our group of Northern swine were visiting from Boston and needed to satisfy our craving for southern style food. We were not disappointed and everything was amazing. The restaurant itself is a quick food type of place but I was surprised at how friendly and kind all the staff were. We ordered the fried pickles, the shrimp and grits, green fried tomatoes, pork and greens and the chicken sandwich. I felt like the creepy little marshmallow man from ghostbusters when we were done but the gluttony was worth it. Every bite was perfect. Presentation A+ and of course we topped it all off with sweet tea! I'd recommend this place if you're in the area. Definitely worth the stop!"
Saw’s Soul Kitchen,5,This was one of my favorite meals in Alabama. Food was excellent and very cheap given the quantity and quality of food.The place is kind of a dive establishment so don't go there expecting great ambience you pretty much just order at a counter wait for your food and either sit down there and eat or just take off. We opted to do the former since we had nowhere else to run to.Ended up getting the sampler and the chicken plate. The pork was excellent. Really everything was very good I had no complaints at all but I especially loved the okraThe fried okra was excellent .so were the the chicken.Well we were sitting the line out the door kept growing. That was a sign that these guys know how to cook.The price was very good considering the quantity and quality of food.Parking is on the street.Overall if I was in the area I would definitely come back!
Saw’s Soul Kitchen,5,"I could eat here everyday. Whole fried okra, bbq chicken sandwich, sweet tea fried chicken, pork and greens..... I could go on and on about this menu. Eat here and eat here often!!!"
Saw’s Soul Kitchen,5,Wound up here after landing in Birmingham. Bit of a hole in the wall but was worth it. First of all the guy at the register was awesome. He was extremely helpful for this first timer and even gave me ideas as to what to do on a Wed night. Had the pork over grits and greens. All was delicious and plenty of food on my plate all for only $14.00. I would love to try it again of I had more time here in Birmingham.
Saw’s Soul Kitchen,5,"I'm not sure when a fried chicken sandwich with some heavenly white sauce poured on it became barbecue, but I am here for it. Saw's Soul Kitchens has all the qualities a perfect barbecue place should....hole in the wall, not fancy, a constant line to order and sit, solid menu without getting too crazy, and lastly, amazing food. We don't go to the Soul Kitchen location as much as I'd like but only because we know it will be crowded and we may not get a seat for a minute, but it is by far my favorite of the Saw's restaurants. I'm a frequent orderer of the fried chicken sandwich, pork and greens, chicken and greens and smoked wings. I am not a wing person at all, but Saws has single handedly turned me into one. I sincerely haven't tried something on the menu I didn't like. If you haven't been to Saws, then get your act together and go now!"
Saw’s Soul Kitchen,4,Like all the saw's it was great. Smaller building so get there early. I had the pulled pork plate with 2 deviled eggs and fry's. Was really great B.B.Q couldn't ask for a better sa
Saw’s Soul Kitchen,5,"Bang for your buck: 9/10Quality: 10/10Service: 10/10Ambiance/Location: 9/10Overall: 10/10We weren't even a little hungry when we showed up to Saw's after a day of eating our way through BHam, but we'd been given the reccommendation for Saw's by our friends at Eating Alabama, so we knew we couldn't pass by this spot. So glad we didn't!We split the Colonel sandwich. It's a sweet tea fried chicken sandwich on a yummy honey style bun with Alabama white sauce, pimento cheese, and some of the best pickles I've ever had. This sandwich was everything. The brine from that sweet tea perfectly offset the vinegary white sauce and the pickles were both sweet and tangy to round it all out. The pimento cheese brought both a creaminess and a spiciness to the mix. Based on this one sandwich, we will absolutely be back to Saws to try their other menu items (and get another Colonel, too!)."
Yo’ Mama’s,5,"I first found Yo' Mama's thanks to the Yelp app.  This was back before the Pandemic so we did dine-in.Tip:  The restaurant is currently open for lunch hours Monday-Friday 10:30am-2:30pm. You can order online for curbside pick-up and take-out. Visit their website to place your order.We were greeting with smiles and warm Southern hospitality when we first arrived.  The venue was completely packed, but they did an excellent job of getting us seated and keeping us informed about the length of the wait before our table was ready.  Everything I've tried here was delicious!  We particularly enjoyed the Chicken plate and the Spanish rice with grits.  I look forward to a return visit when dine-in is once again an option, but for now I'm glad they do curb-side pickup.Highly recommended!"
Yo’ Mama’s,5,The food is absolutely amazing!!! They give A1 customer service! And everything is gluten free!!!!!!!!
Yo’ Mama’s,4,"Finally!!! Yo Mama's has been on my list for quite sometime now. This was not my original place to visit today but because the other place had limited parking, I drove a little further and a light bulb went off to visit here. Now, parking is not the greatest here but I was able to find parking around the corner. There were a few people ahead of me to place orders and others had call in orders, so it took sometime to order. I thought receiving my food would take the same amount of time but as soon as I fixed my Tropical Splash and settled in my seat, my Meal of the Day arrived. I odered the fish minus the jambalaya, add cheese grits with hush puppies. The punch is tangy and delicious! The fish was fried hard like I prefer and seasoned (could have been a little less) but overall pretty good! I also enjoyed my cheese grits, creamy and cheesy.  Oh and there was entertainment with two young guys, Dominique gave us a few tunes while the other guy was on the keyboard. Nice! I will be back for the chicken and waffles!!!"
Yo’ Mama’s,5,"Can you imagine a businessman/chef running into you at an event and they can remember everything about you, your entire dining party, what you ordered and what was said at your previous visits many months ago?  That's the extra about this establishment but what's also outstanding is the amazing food!  The dishes are absolutely delicious.   I would eat here everyday if I lived in the area.   They have a great staff, a clean facility, an owner that is giving her all and insist on wonderful customer service plus reasonable priced amazing food!  What more could you ask for?"
Yo’ Mama’s,5,"I've been wanting to try this place for awhile but never got around to it. My last visit home I stopped by to try the famous chicken and waffles. I was greeted as soon as I walked to the door, I was able to order right away and my food was ready literally in 5 mins. The food and service were amazing. Can't wait to dine here again."
Yo’ Mama’s,5,the service was amazing and quick...plus my shrimp and grits were delicious. Never disappoints
Yo’ Mama’s,5,"Yo' Mama's was recommended to me by a friend. I currently live in Chicago but I'm from AL so when the opportunity approached to be able to visit Birmingham I knew the exact place where I should go. It was still breakfast time when my mom and I visited so we both ordered the chicken and waffles and shared a side of cheese grits. The chicken and waffles came with whipped cream and strawberry's on top with about 5 or 6 pieces of fried chicken. The meal was amazing, my mom and I raved on about how good the fried chicken was and how soft the waffle was. Yo' Mamas even have their own house syrup that they make from  scratch. I don't know exactly what's in it but I'm thinking maybe brown sugar. The restaurant is small, luckily we found a seat but if we didn't we would have had to sit outside or take it to go. I throughly enojoyed the food and can not wait to go back"
Yo’ Mama’s,5,"I've heard a lot about this gem but never been, i don't know what i was thinking taking so long to go. I loved everything about it when you walk in you're immediately greeted. The menu was was easy to not one of those give you a headache menus lol. I decided on the chicken and waffles because that's what i was craving and it was priced well for the portion size that you receive. It didn't take long and my chicken and waffle were fresh and sooooooooooooo good. The homemade syrup is die for literally i think i died and went to heaven. The chicken was the right crispiness on the outside but not dry in the inside. The waffle was delicious not too thick where i was choking some waffles have been know to do that. From the staff, to the atmosphere, and especially the food I LOVED IT!!"
Yo’ Mama’s,5,"When you go to Yo Mama's, you'll definitely encounter a line because people absolutely LOVE this place. It has such quality food and the workers are so sweet. I always get the chicken and waffles because it's so filling and delicious. The chicken is sseasoned perfectly and always crispy on the outside while still being succulent on the inside. The waffle is amazing, especially with the strawberries and whipped cream. The homemade syrup pulls it all together!! It's just so good  you have to give this place a try if you haven't already!"
Yo’ Mama’s,5,"I've always been dubious of chicken and waffles, and I had lived in the south for a while before I broke down and tried them. Yo Mamas has, hands down, the best chicken and waffles I've ever tried. The chicken is wings flavored and fried to crispy perfection, and the waffles are fluffy and delicious. I didn't actually order this dish, but my friend did and let me try it. I told our waitress how incredible it was, and she snuck me over a chicken wing of my own! They serve it with a sweet sauce that is surprisingly delicious. I asked what was in it and was told it was a secret. It kind of tasted like melted butter mixed with powdered sugar, but maybe better? The rest of our meals were great, the service gracious and efficient, and the prices reasonable. We WILL be back!!!"
Yo’ Mama’s,5,"Simple. Unfussy. Hearty. Well-seasoned. Comforting. Filling. I could think of a thousand adjectives to describe our breakfast this morning. All of them good. I had the salmon croquettes with eggs and cheese grits. Didn't have to touch the salt and pepper. Didn't have to doctor the grits. It was just simple perfection. I also snagged a little bacon. Delicious. The atmosphere is warm but hip. The crowd was relaxed and at ease. It was a perfect Saturday in Birmingham breakfast, and we will be back."
Yo’ Mama’s,5,"I have no idea why I have not tried this place before, as it's only a few blocks from my office.  I've been craving hot wings and the last three places I got them, they were scrawny and pitiful.   I thought I'd give Yo'Mama's a try....and OMG.  The wings were huge!  It came with six, I could only eat two.  To top that off, they were absolutely delicious.  I highly recommend the POE Sauce.  The order was ready quickly and the sweetest lady brought it to my car.I can hardly wait to try the other menu items."
Yo’ Mama’s,5,"Yum yum yum!! How did I not know this wonderful black-owned restaurant existed? Apparently it's been around for 5 years. Nestled in a convenient part of downtown, next door to Urban Standard, this establishment does not disappoint. I went around 9 on a Monday and it wasn't crowded (I hear it can get quite busy). The woman who took our order was so friendly, and practically walked us through the menu. My friend and I both opted for the chicken and pancakes--she got lemon pepper wings and I got regular. The pancakes were phenomenal. They are thick, but no like Popeyes biscuit thick, and they have a scrumptious buttery, crispy outside which was to die for. The lemon pepper wings were the bomb and although the plains were good and crispy, the lemon pepper definitely won hands down in terms of flavor. You must try their special syrup on either the pancakes or waffles. You won't be disappointed!"
Yo’ Mama’s,5,"They are located in the north part of Birmingham. Friendly staff, decent menu, quality food... I am currently enjoying the Catfish and fries. The chicken wings were absolutely amazing! You can tell this place is a mom and pop restaurant with freshly made food and great personality. Sit down have some sweet tea and chat with the people who work there too. This place is family owed and they make you feel like family while you are there, so welcoming."
Yo’ Mama’s,5,The absolute best wings in Birmingham. It was my first time there and it did not disappoint! The coleslaw was great. The staff behind the counter was very helpful and friendly. We will definitely be back!
Yo’ Mama’s,5,At one of my favorite spots again. I'm trying the Kiki poo fruit punch this time. The chicken & waffle with the fruit topping never disappoints. Nice Birmingham gem!
Yo’ Mama’s,5,Super friendly service. Took my three year old granddaughter for Chicken and Waffle. Yum yum!
Yo’ Mama’s,5,"A very nice, informal dinner experience. On the meal, the meals range between $10-$13. The menu includes but is not limited to fried wings, fried shrimp, fish tacos, chicken and waffles, and more. The restaurant environment is warm and welcoming. The fried wings are spectacular: thick, well seasoned, and tasty."
Yo’ Mama’s,5,"I was in town for the day, if you have the time at lunch it is a spot you need to eat at.  I had the meal of the day but everything I saw coming out of the kitchen looked delicious.  Don't expect fast food this is made when ordered and worth it."
Yo’ Mama’s,4,"I've been here once before and I had the chicken & waffles which was absolutely amazing!!!! And my fiance' had chicken which he absolutely loved. Today I am trying the French toast with smoked sausage, and he is trying the 2 salmon croquettes with eggs, grits & a biscuit. As usual the food was GREAT....... Highly recommended!!!!!"
Automatic Seafood and Oysters,5,"Automatic is a great space with a good, creative menu. It's been better every single time I've gone back. And, their staff is incredible - they're so kind. I have nothing but praise. I can't wait to go back when they reopen... but I've grabbed takeout a few times and can't complain at all. So good!"
Automatic Seafood and Oysters,5,"Sunday pick-up of fried chicken, grits, greens, rolls and dessert....well, I was reluctant at first, even though every thing sounds so good, so we ordered in advance, had a timed pick-up, I arrived early, they brought it to the car, and it was delicious---every morsel. We had half yesterday and will finish off tonight. And, we appreciate their effort to keep staff engaged, serve the community and offer their exceptionally prepared foods, and encourage others to support them, enjoy great food and tell others. This was exceptional, try it...I bet you say the same!  Thank you"
Automatic Seafood and Oysters,5,"Automatic Seafood and Oysters has dominated the Birmingham food scene recently. I came here twice shortly after they opened and was unimpressed, but they have since improved substantially. This is undeniably one of the best dinner options in Birmingham! Everything was spectacular from the moment we arrived. Each dish had a unique flair and exciting flavors. Raw Oysters (5/5): Their assortment of fresh oysters is very impressive, and we enjoyed all of them. Though oysters are subject to personal preferences, I would recommend the Malpeque. This oyster had a perfect size and salinity. It lacks the overwhelming texture and fishy flavor that turns many away from oysters. My other favorite is the Sweet Jesus. Any of their options are great, depending on what flavors interest you. Pork Belly (5/5): Their Pork Belly appetizer was perfect. It was tender and had great fatty edges. Too often, pork belly is thick, chewy, and lacking in flavor. This was just the opposite. It comes on top of a sweet potato puree that is equally delicious. The flavors of the sweet potato contrast with the fatty/ savory flavor of the pork belly perfectly. This appetizer is great for splitting among two or even three people, but it is good enough to order individually as well!Farm Greens Salad (5/5): This salad was phenomenal. I was expecting a standard green salad, but it proved to be far more. Their simple citrus-based vinaigrette dressing is incredible. Furthermore, the peanuts and goat cheese added an incredible complexity to the salad. This is anything but a standard salad!Yeast Rolls (5/5): It is hard to make a lousy yeast roll, and it is even harder to make one that stands out. Their Yeast Rolls are managed to succeed. As a southerner, I have had the privilege of surveying many rolls over the years, and Automatic's may top the list. Firstly, their dough is so light and fresh that is dissolves in your mouth. Furthermore, the salt and honey butter make this appetizer fit for the dessert menu. With their yeast rolls, you are getting savory, sweet, and salty flavors with each bite. Duck Fat Poached Amberjack (5/5): This was my favorite entree of the evening. Their amberjack is incredibly tender, and the XO butter and dressing add wonderful flavors to the dish. Even the greens that come with it are some of the best I have ever had. I was struggling to pick between this and the Blackened Mahi Mahi, and I am so glad I chose the Amberjack!Redfish on the Half Shell (5/5): This entree was almost as good as the Amberjack. It was just as tender and I loved how they cooked it with half of its shell intact. I think this trapped all the flavors and prevented it from becoming dry. Their bacon pieces added a great touch to this already impressive dish. Simply Roasted Halibut (3/5): This was the least impressive dish of the evening. It wasn't bad, but it lacked the incredible flavors of everything else we ordered. It was a little dry and bland. This entree couldn't compete with the Amberjack or the Redfish. I would recommend trying one of their more exciting options. Brown Sugar Cake (5/5): This is their signature dessert, and I see why. Everything about it was perfect. Their cake was fresh and moist. The banana was seared to perfection. However, it was the brown sugar/ caramel and rum sauce that made this dish irresistible. It was sweet but didn't lose the intensity of the rum flavor. This was one of the best desserts I have had in a long time. Trio of Housemade Ice Cream (4/5): Their ice cream was also good, but it was nothing compared to the Brown Sugar Cake. My favorite flavor was the Matcha, but all three flavors were good. It went very well with the Brown Sugar Cake and it was a perfect size to split between three people. After several mediocre experiences at Automatic over the summer, I can definitely say that they have improved exponentially. This is not just a place for good oysters; their entire menu is divine. Everything from their appetizers to their desserts impressed me. Automatic is a Birmingham treat with a diverse menu that will surely impress anyone!"
Automatic Seafood and Oysters,3,"Came here after hearing about it and driving by it a few times. I ordered the duck fat poached mahi mahi and the fried basmati rice. Both dishes were good, but not great - though they had the potential to be great. The mahi mahi was poached nicely on the outside, but the inside was not warm enough for me. The flavor profile lacked a sweet element - saltiness of the fish, bitterness of greens, and briny-ness of the sauce on top. The fried basmati rice was on the right track, but needed more rich flavor - like saffron milk or lemon.Again, l liked the potential, but not necessarily the execution. Given, a choice, I would opt for the fish I ordered at East West. Nice atmosphere, though."
Automatic Seafood and Oysters,4,"We've been hearing good things about this place for a while now, but we also heard it was very expensive for what you get. When we heard they had a brunch menu, we knew we could give it a shot to impress us without breaking the bank.We came in right as they opened on Saturday. We were seated quickly. Our waiter was nice and recommended some things for us. I wish they had another breakfast cocktail and not just a mimosa. The food came out in a decent time and was very tasty. I had the smoken salmon on the roasted potato hash. It was very tasty, though I might order without the capers next time. Those gave a very sour, briny taste at times.Overall, we were very impressed and look forward to coming back and trying this place out for dinner one night. Especially looking forward to some baked or grilled oysters!"
Automatic Seafood and Oysters,4,"I went for dinner this week. I valeted... it was just easier. They don't have a private park area; street parking is an option but limited at dinner time. So we, party of 2, walked in (no reservation) on a Monday night and seated immediately. The tables are on the smaller side but sufficient. The restaurant area is spacious. I suppose this is considered finer dining and the prices reflect that (average scale) - just a heads up. The entrées ranged between $26 and $32 sides were separate for an additional $5 dollars each. We ordered oysters which were $2.75 each. House wine, $10 per glass. The rainbow trout and tuna were great! Cooked and seasoned perfectly.This was a lovely experience and I'd recommend it for special occasions."
Automatic Seafood and Oysters,4,I have had the opportunity to dine here twice once for dinner and once for brunch. Both times were a success. I really like the layout of the restaurant and how open it is. You especially get this assessment in the day time. It's certainly ahead of its time in terms of decor and feel for the Bham area. Reminds me of somewhere in New York or San Francisco layout wise.  As far as the food is concerned I was impressed with the menu options as well. For my dinner meal I went with their fresh catch option I believe it was swordfish it's been a while and for brunch I had the shrimp and grits. I will say I wish they had already peeled the tails off of the shrimp this makes for inconvenience having to cut the tail off while eating each piece but flavor wise it was good. They have fresh oysters too from wherever has them and a decent drink menu.   Atmosphere is laid back but people dress up too but don't feel pressure. It's casual chic. A great addition to the city I wish it success. With so many options available sometimes great places get lost in the shuffle and struggle if you frequent restaurants as often as i do.
Automatic Seafood and Oysters,4,"This has been a highly anticipated meal for me. And although I know a place like this will get the oysters from wherever they are seasonally good, I usually like to wait until it gets cold outside. Mainly because I hope gulf oysters will be an option. But this year, they are a little scarce. So we were happy getting some James River oysters for the briny taste alone. The biggest problem I had was the price point. I know we aren't THAT close to the coast. But there are other places offering the same oysters for cheaper. But the prices overall are the only thing that I had an issue with this entire meal.Our waiter came on a little strong to start with. But he ended up being extremely helpful as we continued through the meal. As we do so often with these meals, my wife and I decided to split a couple of dishes. We were both interested in testing some rare tuna. When we saw it come out to another table, it looked small and was very high priced. So we came up with a compromise when we saw the fish and chips quantity and price point. About twice the food at half the price. This decision was the best that we could have made. Pair these two dishes with a dozen oysters, and it was a good amount of food.As a person that grew up eating raw oysters in quaint little hole in the walls, I am a traditionalist when it comes to crackers. Something that does not happen in these fancier oyster places. Call me a simpleton if you will, but good ole saltines are what take me back. But in this case, I was more opened minded since I have experienced this a few times in the last few years. These made in house crackers were really good if I think outside of my nostalgia. But I still prefer being offered both options.Overall a great meal that I could tweak in a few areas. But overall, a great first experience at Automatic. Excited to come back."
Automatic Seafood and Oysters,5,"Aside from major national news organizations saying that this place is one of the best new spots in the US, as one who's been here dozens of times it's my favorite spot in the city.First of all, the hours on here are wrong currently.  They offer an amazing brunch menu on both Saturday and Sunday every weekend.Ambience, awesome.  Dark paint with tons of natural lighting.  The bar is gigantic reaching across one of the main exterior walls.  The bathrooms are awesome as well, if anyone is into that sort of thing.Parking, they have a lot and valet at dinner time.  Tons of street parking too.Menu, it's an obvious seafood and oyster spot, so don't get surprised when you don't see chicken fingers.Pro Tip: The Brunch Burger is a religious experience.  If you haven't been, go already!"
Automatic Seafood and Oysters,4,"I have wanted to try Automatic for several months and finally decided to try it for brunch. You can make a reservation online, but when I arrived about half of the tables were open. It was still nice to not have to worry about waiting to be seated. The waiter was quick to take my drink order and food orders, but disappeared afterwards for a while. The food was excellent. I decided to try the quiche which is t something I usually order at places, but I'm glad I tried it. I really enjoyed it and it was the perfect amount of food for me. I did find it a bit odd that they had no salt or pepper on the table for your food. It was a nice meal and I will be back to try it again sometime soon."
Automatic Seafood and Oysters,4,"First time visiting this relatively new restaurant and we were quite impressed. Warm and inviting atmosphere, not stuffy but equally suited to come as you are or dressed for a night on the town. Very open setting with ample seating, bar and oyster bar. Menu isn't large but more than plenty to select from and everything we had was high quality. The only negatives were service was a little slower than you might expect however the waitstaff was highly attentive. The restaurant was busy as well. Secondly, our dessert choice was key lime pie which was largely meringue. Aside from that, outstanding food, location and service given the crowds. Will beBack again."
Automatic Seafood and Oysters,4,"Sunday Brunch and Lunch Expedition continues after a small break. Had Seafood on my mind today and I remembered reading a few reviews on Automatic. Fresh, in season, creative, food & customer focused, location, trendy with a diverse clientele are my first thoughts. Menu changes with seasonal availability and we are not knowledgeable about Standard menu offerings. Smoked Salmon: A crisp potato hash brown base, topped with a smear of cream cheese, pickled red onions, smoked salmon and a wonderful mixture of fresh greens (kale, dill, sorrel & 1 or 2 more tossed in a vinaigrette). We would love a bowl of the fresh green salad, so good. All the components worked together like a symphony. BBQ Shrimp & Grits: topped with a pork belly, tomato, sauce and shrimp. Good, OK ? but not worthy of a do again. There was an off taste that just didn't belong.We will return for the seasonal offerings and creativity."
